path,count,coverage
origin.birthPlace[].value,10603,0.5262295895577944
identity.activityMediane,10381,0.5152116730358827
identity.activityMediane[],10381,0.5152116730358827
identity.activityMediane[].meta,10381,0.5152116730358827
identity.activityMediane[].value,10381,0.5152116730358827
identity.activityMediane[].meta.dates,10372,0.5147650007444539
identity.activityMediane[].meta.dates[],10372,0.5147650007444539
identity.activityMediane[].meta.dates[].type,10367,0.5145168494714378
identity.activityMediane[].meta.dates[].date,10365,0.5144175889622313
origin.birthPlace[].meta.places,10316,0.5119857064866743
origin.birthPlace[].meta.places[],10316,0.5119857064866743
origin.diocese,8992,0.4462752493920294
origin.diocese[],8992,0.4462752493920294
origin.diocese[].meta,8992,0.4462752493920294
origin.diocese[].value,8992,0.4462752493920294
origin.diocese[].meta.institutions,8865,0.4399722070574222
origin.diocese[].meta.institutions[],8865,0.4399722070574222
ecclesiasticalCareer.secularPosition,7698,0.38205369993548066
ecclesiasticalCareer.secularPosition[],7698,0.38205369993548066
ecclesiasticalCareer.secularPosition[].meta,7698,0.38205369993548066
ecclesiasticalCareer.secularPosition[].value,7698,0.38205369993548066
curriculum.grades[].comment,7496,0.372028388505633
curriculum.grades[].comment[],7496,0.372028388505633
ecclesiasticalCareer.secularPosition[].meta.institutions,7102,0.3524740681919698
ecclesiasticalCareer.secularPosition[].meta.institutions[],7102,0.3524740681919698
ecclesiasticalCareer.secularPosition[].meta.dates,7042,0.34949625291577746
ecclesiasticalCareer.secularPosition[].meta.dates[],7042,0.34949625291577746
ecclesiasticalCareer.secularPosition[].meta.dates[].type,6999,0.3473621519678396
professionalCareer,6740,0.3345079160256092
ecclesiasticalCareer.secularPosition[].reference,6696,0.33232418482306814
ecclesiasticalCareer.secularPosition[].reference[],6696,0.33232418482306814
bibliography.bookReferences,6678,0.3314308402402104
bibliography.bookReferences[],6678,0.3314308402402104
bibliography.bookReferences[].meta,6678,0.3314308402402104
bibliography.bookReferences[].value,6678,0.3314308402402104
curriculum.university[].meta.dates[].date,6574,0.326269293761477
curriculum.university[].meta.institutions,6531,0.32413519281353914
curriculum.university[].meta.institutions[],6531,0.32413519281353914
bibliography.bookReferences[].meta.titles,6474,0.3213062683011564
bibliography.bookReferences[].meta.titles[],6474,0.3213062683011564
relationalInsertion,6257,0.31053650305226066
curriculum.university[].meta.dates[].endDate,6150,0.3052260658097176
curriculum.university[].meta.dates[].startDate,6150,0.3052260658097176
curriculum.university[].meta.dates[].startDate.date,6150,0.3052260658097176
curriculum.university[].meta.dates[].startDate.type,6150,0.3052260658097176
curriculum.university[].meta.dates[].endDate.date,6138,0.3046305027544791
curriculum.university[].meta.dates[].endDate.type,6138,0.3046305027544791
origin.diocese[].reference,5255,0.26080698793984813
origin.diocese[].reference[],5255,0.26080698793984813
ecclesiasticalCareer.secularPosition[].meta.dates[].date,5031,0.24968981090872996
professionalCareer.universityFunction,4535,0.22507320462553973
professionalCareer.universityFunction[],4535,0.22507320462553973
professionalCareer.universityFunction[].meta,4535,0.22507320462553973
professionalCareer.universityFunction[].value,4535,0.22507320462553973
professionalCareer.universityFunction[].meta.places,4356,0.21618938905156584
professionalCareer.universityFunction[].meta.places[],4356,0.21618938905156584
professionalCareer.universityFunction[].meta.dates,4130,0.20497295151124126
professionalCareer.universityFunction[].meta.dates[],4130,0.20497295151124126
professionalCareer.universityFunction[].meta.dates[].type,4118,0.20437738845600278
curriculum.universityCollege,4093,0.20313663209092261
curriculum.universityCollege[],4093,0.20313663209092261
curriculum.universityCollege[].meta,4093,0.20313663209092261
curriculum.universityCollege[].value,4093,0.20313663209092261
professionalCareer.universityFunction[].reference,3703,0.18378083279567226
professionalCareer.universityFunction[].reference[],3703,0.18378083279567226
professionalCareer.universityFunction[].meta.institutions,3677,0.1824904461759889
professionalCareer.universityFunction[].meta.institutions[],3677,0.1824904461759889
curriculum.universityCollege[].meta.institutions,3650,0.18115042930170233
curriculum.universityCollege[].meta.institutions[],3650,0.18115042930170233
ecclesiasticalCareer.ecclesiasticalStatus,3583,0.17782520224328752
ecclesiasticalCareer.ecclesiasticalStatus[],3583,0.17782520224328752
ecclesiasticalCareer.ecclesiasticalStatus[].meta,3583,0.17782520224328752
ecclesiasticalCareer.ecclesiasticalStatus[].value,3583,0.17782520224328752
ecclesiasticalCareer.secularPosition[].meta.dates[].endDate,3574,0.17737852995185865
ecclesiasticalCareer.secularPosition[].meta.dates[].startDate,3574,0.17737852995185865
ecclesiasticalCareer.secularPosition[].meta.dates[].startDate.date,3571,0.17722963918804904
ecclesiasticalCareer.secularPosition[].meta.dates[].startDate.type,3571,0.17722963918804904
ecclesiasticalCareer.secularPosition[].meta.dates[].endDate.date,3529,0.17514516849471437
ecclesiasticalCareer.secularPosition[].meta.dates[].endDate.type,3529,0.17514516849471437
identity.datesOfLife,3508,0.17410293314804706
identity.datesOfLife[],3508,0.17410293314804706
identity.datesOfLife[].meta,3508,0.17410293314804706
identity.datesOfLife[].value,3508,0.17410293314804706
identity.datesOfLife[].meta.dates,3507,0.17405330289344384
identity.datesOfLife[].meta.dates[],3507,0.17405330289344384
professionalCareer.universityFunction[].meta.dates[].date,3373,0.1674028487766142
curriculum.university[].reference,3173,0.157476797855973
curriculum.university[].reference[],3173,0.157476797855973
ecclesiasticalCareer.ecclesiasticalStatus[].reference,2900,0.14392773834929773
ecclesiasticalCareer.ecclesiasticalStatus[].reference[],2900,0.14392773834929773
ecclesiasticalCareer.regularOrder,2881,0.1429847635118368
ecclesiasticalCareer.regularOrder[],2881,0.1429847635118368
ecclesiasticalCareer.regularOrder[].meta,2881,0.1429847635118368
ecclesiasticalCareer.regularOrder[].value,2881,0.1429847635118368
curriculum.university[].comment,2873,0.14258772147501117
curriculum.university[].comment[],2873,0.14258772147501117
curriculum.universityCollege[].meta.dates,2651,0.13156980495309942
curriculum.universityCollege[].meta.dates[],2651,0.13156980495309942
curriculum.universityCollege[].meta.dates[].type,2643,0.13117276291627375
relationalInsertion.familyNetwork,2643,0.13117276291627375
relationalInsertion.familyNetwork[],2643,0.13117276291627375
relationalInsertion.familyNetwork[].meta,2643,0.13117276291627375
relationalInsertion.familyNetwork[].value,2643,0.13117276291627375
curriculum.universityCollege[].reference,2625,0.13027941833341605
curriculum.universityCollege[].reference[],2625,0.13027941833341605
relationalInsertion.familyNetwork[].meta.names,2558,0.12695419127500124
relationalInsertion.familyNetwork[].meta.names[],2558,0.12695419127500124
bibliography.workSources,2401,0.11916224130229788
bibliography.workSources[],2401,0.11916224130229788
bibliography.workSources[].meta,2401,0.11916224130229788
bibliography.workSources[].value,2401,0.11916224130229788
relationalInsertion.studentProfessorRelationships,2221,0.11022879547372078
relationalInsertion.studentProfessorRelationships[],2221,0.11022879547372078
relationalInsertion.studentProfessorRelationships[].meta,2221,0.11022879547372078
relationalInsertion.studentProfessorRelationships[].value,2221,0.11022879547372078
relationalInsertion.studentProfessorRelationships[].meta.names,2204,0.10938508114546627
relationalInsertion.studentProfessorRelationships[].meta.names[],2204,0.10938508114546627
ecclesiasticalCareer.ecclesiasticalStatus[].meta.institutions,2076,0.1030324085562559
ecclesiasticalCareer.ecclesiasticalStatus[].meta.institutions[],2076,0.1030324085562559
relationalInsertion.socialClassOrigin,1956,0.09707677800387116
relationalInsertion.socialClassOrigin[],1956,0.09707677800387116
relationalInsertion.socialClassOrigin[].meta,1956,0.09707677800387116
relationalInsertion.socialClassOrigin[].value,1956,0.09707677800387116
relationalInsertion.studentProfessorRelationships[].reference,1820,0.09032706337783512
relationalInsertion.studentProfessorRelationships[].reference[],1820,0.09032706337783512
bibliography.workReferences[].meta.titles,1809,0.08978113057719986
bibliography.workReferences[].meta.titles[],1809,0.08978113057719986
relationalInsertion.familyNetwork[].reference,1776,0.08814333217529406
relationalInsertion.familyNetwork[].reference[],1776,0.08814333217529406
ecclesiasticalCareer.secularPosition[].meta.names,1739,0.08630701275497543
ecclesiasticalCareer.secularPosition[].meta.names[],1739,0.08630701275497543
curriculum.universityCollege[].meta.dates[].date,1734,0.0860588614819594
curriculum.universityCollege[].meta.places,1569,0.0778698694724304
curriculum.universityCollege[].meta.places[],1569,0.0778698694724304
textualProduction,1562,0.07752245769020795
professionalCareer.universityFunction[].comment,1537,0.0762817013251278
professionalCareer.universityFunction[].comment[],1537,0.0762817013251278
relationalInsertion.studentProfessorRelationships[].meta.dates,1537,0.0762817013251278
relationalInsertion.studentProfessorRelationships[].meta.dates[],1537,0.0762817013251278
relationalInsertion.studentProfessorRelationships[].meta.dates[].type,1535,0.07618244081592139
ecclesiasticalCareer.secularPosition[].comment,1519,0.07538835674227008
ecclesiasticalCareer.secularPosition[].comment[],1519,0.07538835674227008
relationalInsertion.studentProfessorRelationships[].meta.dates[].date,1483,0.07360166757655467
ecclesiasticalCareer.secularPosition[].meta.titles,1443,0.07161645739242642
ecclesiasticalCareer.secularPosition[].meta.titles[],1443,0.07161645739242642
relationalInsertion.familyNetwork[].meta.institutions,1435,0.07121941535560078
relationalInsertion.familyNetwork[].meta.institutions[],1435,0.07121941535560078
assets,1361,0.06754677651496352
professionalCareer.universityFunction[].meta.dates[].endDate,1292,0.0641222889473423
professionalCareer.universityFunction[].meta.dates[].startDate,1292,0.0641222889473423
professionalCareer.universityFunction[].meta.dates[].startDate.date,1291,0.06407265869273909
professionalCareer.universityFunction[].meta.dates[].startDate.type,1291,0.06407265869273909
professionalCareer.universityFunction[].meta.dates[].endDate.date,1282,0.06362598640131024
professionalCareer.universityFunction[].meta.dates[].endDate.type,1282,0.06362598640131024
ecclesiasticalCareer.regularOrder[].meta.institutions,1270,0.06303042334607177
ecclesiasticalCareer.regularOrder[].meta.institutions[],1270,0.06303042334607177
curriculum.grades[].meta.dates[].endDate,1269,0.06298079309146856
curriculum.grades[].meta.dates[].startDate,1269,0.06298079309146856
curriculum.grades[].meta.dates[].startDate.date,1268,0.06293116283686535
curriculum.grades[].meta.dates[].startDate.type,1268,0.06293116283686535
curriculum.grades[].meta.dates[].endDate.date,1265,0.06278227207305573
curriculum.grades[].meta.dates[].endDate.type,1265,0.06278227207305573
ecclesiasticalCareer.regularFunctions,1257,0.06238523003623009
ecclesiasticalCareer.regularFunctions[],1257,0.06238523003623009
ecclesiasticalCareer.regularFunctions[].meta,1257,0.06238523003623009
ecclesiasticalCareer.regularFunctions[].value,1257,0.06238523003623009
identity.datesOfLife[].comment,1254,0.06223633927242047
identity.datesOfLife[].comment[],1254,0.06223633927242047
ecclesiasticalCareer.regularFunctions[].meta.institutions,1184,0.05876222145019604
ecclesiasticalCareer.regularFunctions[].meta.institutions[],1184,0.05876222145019604
curriculum.universityCollege[].comment,1126,0.055883666683210084
curriculum.universityCollege[].comment[],1126,0.055883666683210084
origin.birthPlace[].reference,1115,0.05533773388257482
origin.birthPlace[].reference[],1115,0.05533773388257482
curriculum.universityCollege[].meta.dates[].endDate,1112,0.0551888431187652
curriculum.universityCollege[].meta.dates[].startDate,1112,0.0551888431187652
curriculum.universityCollege[].meta.dates[].startDate.date,1112,0.0551888431187652
curriculum.universityCollege[].meta.dates[].startDate.type,1112,0.0551888431187652
curriculum.universityCollege[].meta.dates[].endDate.date,1111,0.05513921286416199
curriculum.universityCollege[].meta.dates[].endDate.type,1111,0.05513921286416199
politicalCareer,1108,0.05499032210035237
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates,1103,0.054742170827336345
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[],1103,0.054742170827336345
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].type,1100,0.054593280063526727
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].date,1091,0.05414660777209787
ecclesiasticalCareer.regularFunctions[].meta.dates,1080,0.053600674971462606
ecclesiasticalCareer.regularFunctions[].meta.dates[],1080,0.053600674971462606
assets.parisHousing,1078,0.05350141446225619
assets.parisHousing[],1078,0.05350141446225619
assets.parisHousing[].meta,1078,0.05350141446225619
assets.parisHousing[].value,1078,0.05350141446225619
ecclesiasticalCareer.regularFunctions[].meta.dates[].type,1071,0.05315400268003375
identity.nameVariant[].comment,1069,0.05305474217082733
identity.nameVariant[].comment[],1069,0.05305474217082733
identity.shortDescription[].meta.institutions,1046,0.051913246314953594
identity.shortDescription[].meta.institutions[],1046,0.051913246314953594
assets.parisHousing[].reference,1029,0.05106953198669909
assets.parisHousing[].reference[],1029,0.05106953198669909
ecclesiasticalCareer.regularOrder[].reference,989,0.04908432180257085
ecclesiasticalCareer.regularOrder[].reference[],989,0.04908432180257085
identity.datesOfLife[].reference,961,0.047694674673681076
identity.datesOfLife[].reference[],961,0.047694674673681076
textualProduction.religion,910,0.04516353168891756
textualProduction.religion.meta,910,0.04516353168891756
textualProduction.religion.opus,910,0.04516353168891756
textualProduction.religion.opus[],910,0.04516353168891756
textualProduction.religion.opus[].mainTitle,910,0.04516353168891756
textualProduction.religion.opus[].title,910,0.04516353168891756
textualProduction.religion.opus[].title[],910,0.04516353168891756
textualProduction.religion.opus[].title[].meta,910,0.04516353168891756
textualProduction.religion.opus[].title[].value,910,0.04516353168891756
textualProduction.religion.value,910,0.04516353168891756
textualProduction.religion.opus[].title[].meta.titles,909,0.04511390143431436
textualProduction.religion.opus[].title[].meta.titles[],909,0.04511390143431436
textualProduction.religion.opus[].dateAndPlace,903,0.04481611990669512
textualProduction.religion.opus[].dateAndPlace[],903,0.04481611990669512
textualProduction.religion.opus[].dateAndPlace[].meta,903,0.04481611990669512
textualProduction.religion.opus[].dateAndPlace[].value,903,0.04481611990669512
textualProduction.religion.opus[].manuscrits,890,0.04417092659685344
textualProduction.religion.opus[].manuscrits[],890,0.04417092659685344
textualProduction.religion.opus[].manuscrits[].meta,890,0.04417092659685344
textualProduction.religion.opus[].manuscrits[].value,890,0.04417092659685344
relationalInsertion.socialClassOrigin[].reference,846,0.04198719539431237
relationalInsertion.socialClassOrigin[].reference[],846,0.04198719539431237
assets.parisHousing[].meta.dates,842,0.041788674375899545
assets.parisHousing[].meta.dates[],842,0.041788674375899545
assets.parisHousing[].meta.dates[].type,841,0.041739044121296344
professionalCareer.representation,826,0.04099459030224825
professionalCareer.representation[],826,0.04099459030224825
professionalCareer.representation[].meta,826,0.04099459030224825
professionalCareer.representation[].value,826,0.04099459030224825
assets.parisHousing[].meta.dates[].date,820,0.040696808774629015
textualProduction.religion.opus[].incipits,781,0.038761228845103975
textualProduction.religion.opus[].incipits[],781,0.038761228845103975
textualProduction.religion.opus[].incipits[].meta,781,0.038761228845103975
textualProduction.religion.opus[].incipits[].value,781,0.038761228845103975
ecclesiasticalCareer.regularFunctions[].reference,773,0.03836418680827833
ecclesiasticalCareer.regularFunctions[].reference[],773,0.03836418680827833
relationalInsertion.personalServicesRelationship,770,0.03821529604446871
relationalInsertion.personalServicesRelationship[],770,0.03821529604446871
relationalInsertion.personalServicesRelationship[].meta,770,0.03821529604446871
relationalInsertion.personalServicesRelationship[].value,770,0.03821529604446871
professionalCareer.royalAdministration,766,0.03801677502605588
professionalCareer.royalAdministration[],766,0.03801677502605588
professionalCareer.royalAdministration[].meta,766,0.03801677502605588
professionalCareer.royalAdministration[].value,766,0.03801677502605588
relationalInsertion.personalServicesRelationship[].meta.names,723,0.03588267407811802
relationalInsertion.personalServicesRelationship[].meta.names[],723,0.03588267407811802
travels,720,0.035733783314308404
travels.travels,720,0.035733783314308404
travels.travels[],720,0.035733783314308404
travels.travels[].meta,720,0.035733783314308404
travels.travels[].value,720,0.035733783314308404
ecclesiasticalCareer.otherFunctions,719,0.035684153059705195
ecclesiasticalCareer.otherFunctions[],719,0.035684153059705195
ecclesiasticalCareer.otherFunctions[].meta,719,0.035684153059705195
ecclesiasticalCareer.otherFunctions[].value,719,0.035684153059705195
professionalCareer.representation[].meta.dates,717,0.035584892550498785
professionalCareer.representation[].meta.dates[],717,0.035584892550498785
professionalCareer.representation[].meta.dates[].type,716,0.03553526229589558
ecclesiasticalCareer.regularFunctions[].meta.dates[].date,711,0.03528711102287955
travels.travels[].meta.places,706,0.03503895974986352
travels.travels[].meta.places[],706,0.03503895974986352
ecclesiasticalCareer.otherFunctions[].meta.institutions,663,0.03290485880192565
ecclesiasticalCareer.otherFunctions[].meta.institutions[],663,0.03290485880192565
professionalCareer.representation[].meta.institutions,656,0.032557447019703215
professionalCareer.representation[].meta.institutions[],656,0.032557447019703215
professionalCareer.representation[].meta.dates[].date,652,0.03235892600129039
identity.datesOfLife[].meta.dates[].type,643,0.03191225370986153
identity.datesOfLife[].meta.dates[].endDate,634,0.03146558141843268
identity.datesOfLife[].meta.dates[].startDate,634,0.03146558141843268
ecclesiasticalCareer.otherFunctions[].reference,622,0.030870018363194203
ecclesiasticalCareer.otherFunctions[].reference[],622,0.030870018363194203
identity.datesOfLife[].meta.dates[].startDate.date,620,0.03077075785398779
identity.datesOfLife[].meta.dates[].startDate.type,620,0.03077075785398779
ecclesiasticalCareer.otherFunctions[].meta.dates,619,0.030721127599384584
ecclesiasticalCareer.otherFunctions[].meta.dates[],619,0.030721127599384584
ecclesiasticalCareer.otherFunctions[].meta.dates[].type,613,0.030423346071765348
ecclesiasticalCareer.popFunctions,606,0.030075934289542906
ecclesiasticalCareer.popFunctions[],606,0.030075934289542906
ecclesiasticalCareer.popFunctions[].meta,606,0.030075934289542906
ecclesiasticalCareer.popFunctions[].value,606,0.030075934289542906
professionalCareer.royalAdministration[].reference,594,0.029480371234304432
professionalCareer.royalAdministration[].reference[],594,0.029480371234304432
ecclesiasticalCareer.regularFunctions[].meta.dates[].endDate,591,0.029331480470494813
ecclesiasticalCareer.regularFunctions[].meta.dates[].startDate,591,0.029331480470494813
ecclesiasticalCareer.regularFunctions[].meta.dates[].startDate.date,589,0.0292322199612884
ecclesiasticalCareer.regularFunctions[].meta.dates[].startDate.type,589,0.0292322199612884
politicalCareer.justiceFacts,585,0.029033698942875576
politicalCareer.justiceFacts[],585,0.029033698942875576
politicalCareer.justiceFacts[].meta,585,0.029033698942875576
politicalCareer.justiceFacts[].value,585,0.029033698942875576
professionalCareer.universityFunction[].meta.names,580,0.028785547669859548
professionalCareer.universityFunction[].meta.names[],580,0.028785547669859548
ecclesiasticalCareer.regularFunctions[].meta.dates[].endDate.date,575,0.028537396396843516
ecclesiasticalCareer.regularFunctions[].meta.dates[].endDate.type,575,0.028537396396843516
politicalCareer.justiceFacts[].reference,561,0.02784257283239863
politicalCareer.justiceFacts[].reference[],561,0.02784257283239863
professionalCareer.royalAdministration[].meta.institutions,561,0.02784257283239863
professionalCareer.royalAdministration[].meta.institutions[],561,0.02784257283239863
professionalCareer.royalAdministration[].meta.dates,551,0.027346270286366568
professionalCareer.royalAdministration[].meta.dates[],551,0.027346270286366568
identity.datesOfLife[].meta.dates[].endDate.date,550,0.027296640031763363
identity.datesOfLife[].meta.dates[].endDate.type,550,0.027296640031763363
professionalCareer.royalAdministration[].meta.dates[].type,549,0.027247009777160158
travels.travels[].meta.dates,548,0.02719737952255695
travels.travels[].meta.dates[],548,0.02719737952255695
travels.travels[].meta.dates[].type,548,0.02719737952255695
relationalInsertion.personalServicesRelationship[].reference,539,0.026750707231128094
relationalInsertion.personalServicesRelationship[].reference[],539,0.026750707231128094
professionalCareer.representation[].reference,529,0.026254404685096034
professionalCareer.representation[].reference[],529,0.026254404685096034
relationalInsertion.controversyOrDebates,499,0.024765497046999853
relationalInsertion.controversyOrDebates[],499,0.024765497046999853
relationalInsertion.controversyOrDebates[].meta,499,0.024765497046999853
relationalInsertion.controversyOrDebates[].value,499,0.024765497046999853
textualProduction.religion.opus[].dateAndPlace[].meta.dates,498,0.024715866792396644
textualProduction.religion.opus[].dateAndPlace[].meta.dates[],498,0.024715866792396644
politicalCareer.justiceFacts[].meta.dates,497,0.02466623653779344
politicalCareer.justiceFacts[].meta.dates[],497,0.02466623653779344
politicalCareer.justiceFacts[].meta.dates[].type,497,0.02466623653779344
textualProduction.religion.opus[].dateAndPlace[].meta.dates[].type,497,0.02466623653779344
professionalCareer.lawFunction,492,0.024418085264777407
professionalCareer.lawFunction[],492,0.024418085264777407
professionalCareer.lawFunction[].meta,492,0.024418085264777407
professionalCareer.lawFunction[].value,492,0.024418085264777407
ecclesiasticalCareer.secularPosition[].meta.places,491,0.024368455010174202
ecclesiasticalCareer.secularPosition[].meta.places[],491,0.024368455010174202
politicalCareer.justiceFacts[].meta.dates[].date,479,0.02377289195493573
identity.datesOfActivity[].comment,468,0.023226959154300463
identity.datesOfActivity[].comment[],468,0.023226959154300463
relationalInsertion.socialClassOrigin[].comment,468,0.023226959154300463
relationalInsertion.socialClassOrigin[].comment[],468,0.023226959154300463
professionalCareer.professorOrPerceptor,456,0.02263139609906199
professionalCareer.professorOrPerceptor[],456,0.02263139609906199
professionalCareer.professorOrPerceptor[].meta,456,0.02263139609906199
professionalCareer.professorOrPerceptor[].value,456,0.02263139609906199
ecclesiasticalCareer.regularFunctions[].comment,446,0.022135093553029925
ecclesiasticalCareer.regularFunctions[].comment[],446,0.022135093553029925
ecclesiasticalCareer.popFunctions[].reference,445,0.02208546329842672
ecclesiasticalCareer.popFunctions[].reference[],445,0.02208546329842672
travels.travels[].meta.dates[].date,445,0.02208546329842672
relationalInsertion.controversyOrDebates[].meta.names,429,0.021291379224775423
relationalInsertion.controversyOrDebates[].meta.names[],429,0.021291379224775423
politicalCareer.justiceFacts[].meta.institutions,427,0.02119211871556901
politicalCareer.justiceFacts[].meta.institutions[],427,0.02119211871556901
relationalInsertion.personalServicesRelationship[].meta.institutions,424,0.02104322795175939
relationalInsertion.personalServicesRelationship[].meta.institutions[],424,0.02104322795175939
ecclesiasticalCareer.regularOrder[].meta.dates,421,0.020894337187949773
ecclesiasticalCareer.regularOrder[].meta.dates[],421,0.020894337187949773
politicalCareer.justiceFacts[].meta.names,417,0.02069581616953695
politicalCareer.justiceFacts[].meta.names[],417,0.02069581616953695
professionalCareer.medicine,415,0.020596555660330536
professionalCareer.medicine[],415,0.020596555660330536
professionalCareer.medicine[].meta,415,0.020596555660330536
professionalCareer.medicine[].value,415,0.020596555660330536
ecclesiasticalCareer.regularOrder[].meta.dates[].type,414,0.02054692540572733
textualProduction.religion.opus[].dateAndPlace[].meta.dates[].date,414,0.02054692540572733
professionalCareer.representation[].meta.places,402,0.019951362350488857
professionalCareer.representation[].meta.places[],402,0.019951362350488857
professionalCareer.representation[].meta.names,398,0.019752841332076033
professionalCareer.representation[].meta.names[],398,0.019752841332076033
relationalInsertion.controversyOrDebates[].reference,395,0.019603950568266415
relationalInsertion.controversyOrDebates[].reference[],395,0.019603950568266415
identity.shortDescription[].meta.places,391,0.01940542954985359
identity.shortDescription[].meta.places[],391,0.01940542954985359
relationalInsertion.familyNetwork[].meta.dates,391,0.01940542954985359
relationalInsertion.familyNetwork[].meta.dates[],391,0.01940542954985359
relationalInsertion.familyNetwork[].meta.dates[].type,391,0.01940542954985359
origin.birthPlace[].comment,384,0.01905801776763115
origin.birthPlace[].comment[],384,0.01905801776763115
relationalInsertion.controversyOrDebates[].meta.institutions,382,0.018958757258424736
relationalInsertion.controversyOrDebates[].meta.institutions[],382,0.018958757258424736
ecclesiasticalCareer.regularOrder[].comment,380,0.018859496749218323
ecclesiasticalCareer.regularOrder[].comment[],380,0.018859496749218323
professionalCareer.lawFunction[].reference,369,0.018313563948583057
professionalCareer.lawFunction[].reference[],369,0.018313563948583057
ecclesiasticalCareer.otherFunctions[].meta.dates[].date,363,0.01801578242096382
bibliography.workSources[].meta.titles,359,0.017817261402550993
bibliography.workSources[].meta.titles[],359,0.017817261402550993
textualProduction.religion.opus[].modernEdition,359,0.017817261402550993
textualProduction.religion.opus[].modernEdition[],359,0.017817261402550993
textualProduction.religion.opus[].modernEdition[].meta,359,0.017817261402550993
textualProduction.religion.opus[].modernEdition[].value,359,0.017817261402550993
professionalCareer.royalAdministration[].meta.dates[].date,357,0.017718000893344583
ecclesiasticalCareer.popFunctions[].meta.dates,355,0.01761874038413817
ecclesiasticalCareer.popFunctions[].meta.dates[],355,0.01761874038413817
