reference,name,link,n_value_strings,chars_raw,chars_clean,has_percent_markup,has_dollar_markup,has_amp_markup
59965,ANTHONIUS Kraft,/individus/59965-anthoniuskraft,15,384,370,1,1,0
16463,AEGIDIUS de Monteguy,/individus/16463-aegidiusdemonteguy,13,408,398,1,1,0
17118,ADAM Gondalier,/individus/17118-adamgondalier,10,446,440,1,1,1
50948,ANSELMUS Pellis Sanseris de Auceyo,/individus/50948-anselmuspellissanserisdeauceyo,22,643,617,1,1,0
15721,ARNULPHUS de Manbris,/individus/15721-arnulphusdemanbris,15,449,437,1,1,0
22092,ARNULPHUS de Verli,/individus/22092-arnulphusdeverli,11,258,252,1,1,0
572,AMBROSIUS de Camera,/individus/572-ambrosiusdecamera,11,296,286,1,1,0
499,ALEXANDER de Cambow,/individus/499-alexanderdecambow,14,398,381,1,1,0
16462,AEGIDIUS Martini,/individus/16462-aegidiusmartini,14,562,546,1,1,0
27,ADAM Bercherii de Francovilla,/individus/27-adambercheriidefrancovilla,41,2625,2562,1,1,1
23265,ALPHONSUS Gomes,/individus/23265-alphonsusgomes,14,485,473,1,1,1
653,ANDREAS Grimaudi,/individus/653-andreasgrimaudi,18,769,752,1,1,0
52097,ALANUS de Tongres,/individus/52097-alanusdetongres,13,611,591,1,1,1
882,ARNALDUS Buchseel,/individus/882-arnaldusbuchseel,14,335,325,1,1,0
16456,AEGIDIUS de Canturane,/individus/16456-aegidiusdecanturane,21,959,925,1,1,1
19034,AEGIDIUS 5,/individus/19034-aegidius5,11,454,438,1,1,0
15699,ANTHONIUS Solat,/individus/15699-anthoniussolat,14,440,428,1,1,0
18384,ARMA Blanchichon,/individus/18384-armablanchichon,10,442,436,1,1,1
143,ADRIANUS Jacobi,/individus/143-adrianusjacobi,13,291,283,1,1,0
482,ALEXANDER de Sancto Elpidio,/individus/482-alexanderdesanctoelpidio,138,6206,6084,1,1,1
861,ARCHANGELUS Cherony,/individus/861-archangeluscherony,20,778,754,1,1,0
16805,AUFREDUS Britonis,/individus/16805-aufredusbritonis,10,224,220,1,1,0
15702,ANTHONIUS Vermandi,/individus/15702-anthoniusvermandi,12,353,345,1,1,0
911,ARNALDUS de Barreris,/individus/911-arnaldusdebarreris,17,519,503,1,1,0
111,ADAM de Spruun,/individus/111-adamdespruun,10,375,366,1,1,1
58974,ARCHAMBALDUS de Duroforti,/individus/58974-archambaldusdeduroforti,15,375,361,1,1,0
17080,ANTHONIUS Malet,/individus/17080-anthoniusmalet,10,455,449,1,1,1
16353,ANTHONIUS Lombardi,/individus/16353-anthoniuslombardi,15,423,411,1,1,0
792,ANTHONIUS Fedelli,/individus/792-anthoniusfedelli,28,1130,1082,1,1,1
16300,ANTHONIUS de Chalucio,/individus/16300-anthoniusdechalucio,14,400,388,1,1,0
971,ARNALDUS Neve,/individus/971-arnaldusneve,26,1155,1099,1,1,0
21997,ADAM de Carnoto,/individus/21997-adamdecarnoto,15,359,345,1,1,0
24443,AEGIDIUS Jaqueline,/individus/24443-aegidiusjaqueline,14,499,483,1,1,1
15638,ANDREAS Longoeul,/individus/15638-andreaslongoeul,14,405,395,1,1,0
562,AMALRICUS de Bena,/individus/562-amalricusdebena,36,2298,2242,1,1,1
17096,ANDREAS Marnois,/individus/17096-andreasmarnois,10,447,441,1,1,1
22114,AEGIDIUS de Cruce,/individus/22114-aegidiusdecruce,18,549,527,1,1,1
15562,ALEXANDER de Stainsby,/individus/15562-alexanderdestainsby,45,2058,2000,1,1,1
760,ANSELMUS Maugarny,/individus/760-anselmusmaugarny,17,438,422,1,1,0
16207,AEGIDIUS Marie,/individus/16207-aegidiusmarie,33,1402,1368,1,1,0
15302,A. Magister,/individus/15302-a.magister,17,834,818,1,1,1
18993,ASSISTANS Yspanorum,/individus/18993-assistansyspanorum,14,614,594,1,1,1
963,ARNALDUS Helie,/individus/963-arnaldushelie,10,281,273,1,1,0
15695,ANTHONIUS Prisque,/individus/15695-anthoniusprisque,13,404,393,1,1,0
15706,APOLONIUS Craye,/individus/15706-apoloniuscraye,13,365,355,1,1,0
22568,APRILIOSA,/individus/22568-apriliosa,9,441,429,1,1,1
189,AEGIDIUS Lupi,/individus/189-aegidiuslupi,16,573,559,1,1,0
778,ANTHONIUS Cocti,/individus/778-anthoniuscocti,22,946,924,1,1,1
16182,AMANDUS Le Bosquillon,/individus/16182-amanduslebosquillon,23,977,943,1,1,1
764,ANSELMUS de Montefalconis,/individus/764-anselmusdemontefalconis,12,417,405,1,1,0
16069,AEGIDIUS de Perreuchy,/individus/16069-aegidiusdeperreuchy,23,721,695,1,1,0
16535,AEGIDIUS de Vinalmonte,/individus/16535-aegidiusdevinalmonte,20,950,930,1,1,0
689,ANDREAS Rudminel,/individus/689-andreasrudminel,19,569,551,1,1,0
15852,ADAM de Tyningham,/individus/15852-adamdetyningham,36,1662,1595,1,1,0
3131,AEGIDIUS de Mure,/individus/3131-aegidiusdemure,11,300,292,1,1,0
12591,AEGIDIUS Remondi,/individus/12591-aegidiusremondi,33,1676,1628,1,1,1
22099,ALEXANDER 5,/individus/22099-alexander5,13,291,285,1,1,0
893,ARNALDUS de Claromonte,/individus/893-arnaldusdeclaromonte,24,924,906,1,1,1
16519,AUBERTUS de Angelo,/individus/16519-aubertusdeangelo,16,716,700,1,1,0
1101,AUGUSTINUS de Ancona,/individus/1101-augustinusdeancona,841,40305,39726,1,1,1
252,ALANUS Blanchet,/individus/252-alanusblanchet,22,901,883,1,1,1
211,AEGIDIUS de Campis 1,/individus/211-aegidiusdecampis1,138,9755,9504,1,1,1
23291,AEGIDIUS de Platea 1,/individus/23291-aegidiusdeplatea1,20,976,950,1,1,0
15610,ALMEDUS Haberti,/individus/15610-almedushaberti,12,310,302,1,1,0
12566,ACHARISIUS Geffroys,/individus/12566-acharisiusgeffroys,13,362,352,1,1,0
107,ADAM de Schrivenham,/individus/107-adamdeschrivenham,17,454,436,1,1,0
913,ARNALDUS de Tolosa,/individus/913-arnaldusdetolosa,36,1472,1440,1,1,1
15306,ARNALDUS de La Pierre,/individus/15306-arnaldusdelapierre,44,2683,2598,1,1,1
57261,ADAM Mainnier,/individus/57261-adammainnier,14,498,486,1,1,1
244,AGNES de Vitriaco,/individus/244-agnesdevitriaco,10,305,299,1,1,0
16428,ALEXANDER Leviston,/individus/16428-alexanderleviston,15,614,600,1,1,1
16513,ANDREAS Roberti 2,/individus/16513-andreasroberti2,13,482,472,1,1,0
18994,ASSISTANS Romanorum,/individus/18994-assistansromanorum,14,614,594,1,1,1
50645,AEGIDIUS Sacrista Sancti Victoris,/individus/50645-aegidiussacristasanctivictoris,11,376,366,1,1,1
16637,ALEXANDER 1,/individus/16637-alexander1,16,676,660,1,1,1
663,ANDREAS Hoernbach,/individus/663-andreashoernbach,12,314,304,1,1,0
56236,ANDREAS Houeau,/individus/56236-andreashoueau,17,432,418,1,1,0
15646,ANDREAS Van=Heude,/individus/15646-andreasvan=heude,11,333,325,1,1,0
60694,ANSELMUS Fabri de Breda,/individus/60694-anselmusfabridebreda,34,1371,1325,1,1,1
156,AEGIDIUS 8,/individus/156-aegidius8,11,237,233,1,1,0
1081,AUBERTUS Berroti,/individus/1081-aubertusberroti,11,306,298,1,1,0
16326,ANTHONIUS Vesin,/individus/16326-anthoniusvesin,10,274,266,1,1,0
842,ANTHONIUS de Bononia,/individus/842-anthoniusdebononia,20,837,815,1,1,1
953,ARNALDUS Gherardi,/individus/953-arnaldusgherardi,23,664,640,1,1,1
21999,AEGIDIUS Hucelot,/individus/21999-aegidiushucelot,12,272,260,1,1,0
16293,ANTHONIUS Bertrandi,/individus/16293-anthoniusbertrandi,12,298,290,1,1,0
21437,ADAM Carnificis 3,/individus/21437-adamcarnificis3,10,437,429,1,1,1
798,ANTHONIUS Trevet,/individus/798-anthoniustrevet,31,1165,1117,1,1,0
16850,AEGIDIUS Anselmi,/individus/16850-aegidiusanselmi,12,337,327,1,1,0
643,ANDREAS Ganske,/individus/643-andreasganske,12,310,304,1,1,0
181,AEGIDIUS Houdebin,/individus/181-aegidiushoudebin,59,3098,3013,1,1,1
1069,ARRODUS,/individus/1069-arrodus,13,289,281,1,1,0
16528,AEGIDIUS Johannis,/individus/16528-aegidiusjohannis,12,351,341,1,1,0
51669,ASCELINUS de Sancto Victore,/individus/51669-ascelinusdesanctovictore,12,342,332,1,1,0
16189,ADALGERUS de Bria,/individus/16189-adalgerusdebria,17,383,367,1,1,0
15632,ANDREAS Gui,/individus/15632-andreasgui,15,526,512,1,1,0
17916,AEGIDIUS de Vallispontis,/individus/17916-aegidiusdevallispontis,11,2374,2356,1,1,1
431,ALDEBRANDINUS 2,/individus/431-aldebrandinus2,12,618,604,1,1,1
169,AEGIDIUS Brutin de Houssello,/individus/169-aegidiusbrutindehoussello,20,588,568,1,1,0
15614,AMBROSIUS de Cameraco,/individus/15614-ambrosiusdecameraco,69,2914,2810,1,1,1
15778,AUFREDUS de Coetqueveran,/individus/15778-aufredusdecoetqueveran,18,720,702,1,1,0
17081,ANTHONIUS Gruget,/individus/17081-anthoniusgruget,10,457,451,1,1,1
654,ANDREAS Gruensneydre,/individus/654-andreasgruensneydre,13,363,355,1,1,0
17012,ALANUS Greneti,/individus/17012-alanusgreneti,10,454,448,1,1,1
17161,ANTHONIUS Des Essarts,/individus/17161-anthoniusdesessarts,15,491,477,1,1,1
743,ANDREAS Scotus,/individus/743-andreasscotus,24,809,779,1,1,0
728,ANDREAS de Licout,/individus/728-andreasdelicout,14,386,376,1,1,0
16338,ANTHONIUS Quineti,/individus/16338-anthoniusquineti,15,384,370,1,1,0
117,ADAM de La Halle,/individus/117-adamdelahalle,172,8274,8096,1,1,1
15645,ANDREAS de Uxello,/individus/15645-andreasdeuxello,24,950,922,1,1,1
16775,ALEXANDER de Hungaria,/individus/16775-alexanderdehungaria,33,1843,1809,1,1,1
362,ALBERTUS de Mediolano,/individus/362-albertusdemediolano,13,337,331,1,1,0
947,ARNALDUS Deyman,/individus/947-arnaldusdeyman,18,454,434,1,1,0
16289,ANIANUS,/individus/16289-anianus,14,514,498,1,1,1
59948,ALEXANDER de Kempen,/individus/59948-alexanderdekempen,16,416,404,1,1,1
827,ANTHONIUS Kaerer,/individus/827-anthoniuskaerer,14,369,357,1,1,0
468,ALEXANDER de Beaunay,/individus/468-alexanderdebeaunay,28,1434,1397,1,1,1
63,ADAM Wynsterhelz,/individus/63-adamwynsterhelz,16,317,303,1,1,0
23321,AEGIDIUS 10,/individus/23321-aegidius10,11,409,401,1,1,1
392,ALBERTUS Roberti,/individus/392-albertusroberti,19,1061,1041,1,1,0
367,ALBERTUS Swebelinus,/individus/367-albertusswebelinus,31,1220,1195,1,1,1
119,ADAM de Dryburgh,/individus/119-adamdedryburgh,109,4027,3925,1,1,1
57076,ARTHURUS Gueroult,/individus/57076-arthurusgueroult,15,557,545,1,1,1
94,ADAM de Nemosio,/individus/94-adamdenemosio,28,976,936,1,1,1
18992,ASSISTANS Gallicorum,/individus/18992-assistansgallicorum,14,610,590,1,1,1
60545,AEGIDIUS Martin,/individus/60545-aegidiusmartin,18,641,625,1,1,0
840,ANTHONIUS de Anezane,/individus/840-anthoniusdeanezane,13,474,462,1,1,0
17093,ANDREAS de Lespinay,/individus/17093-andreasdelespinay,13,801,783,1,1,1
15677,ANTHONIUS de Framecourt,/individus/15677-anthoniusdeframecourt,18,652,632,1,1,0
22115,ALBERTUS de Antoing,/individus/22115-albertusdeantoing,21,622,598,1,1,1
15567,ANTHONIUS Vigier,/individus/15567-anthoniusvigier,13,553,541,1,1,1
17063,ADAM Chenetat,/individus/17063-adamchenetat,10,434,428,1,1,1
137,ADOLPHUS de Praellis,/individus/137-adolphusdepraellis,12,257,251,1,1,0
1002,ARNALDUS de Dordraco,/individus/1002-arnaldusdedordraco,15,417,403,1,1,0
17199,AUGUSTINUS Wallon,/individus/17199-augustinuswallon,10,442,436,1,1,1
337,ALARDUS du Castel,/individus/337-alardusducastel,16,609,596,1,1,0
15643,ANDREAS de Sancto Laurentio,/individus/15643-andreasdesanctolaurentio,12,438,428,1,1,0
818,ANTHONIUS Crespini,/individus/818-anthoniuscrespini,33,1004,956,1,1,0
60602,ANDREAS Le Pele,/individus/60602-andreaslepele,13,432,418,1,1,0
2088,AEGIDIUS de Angrena,/individus/2088-aegidiusdeangrena,14,388,374,1,1,0
54892,ANDREAS Mausea,/individus/54892-andreasmausea,14,341,325,1,1,0
515,ALEXANDER de Quappelode,/individus/515-alexanderdequappelode,17,479,459,1,1,0
677,ANDREAS Mathei,/individus/677-andreasmathei,16,432,415,1,1,0
17153,ANTHONIUS Haneron,/individus/17153-anthoniushaneron,93,4522,4378,1,1,1
511,ALEXANDER de Lerves,/individus/511-alexanderdelerves,16,508,490,1,1,1
17135,ADELINA filia Alani Veteris,/individus/17135-adelinafiliaalaniveteris,11,488,478,1,1,1
930,ARNALDUS Nouvel,/individus/930-arnaldusnouvel,19,506,488,1,1,0
393,ALBERTUS Scriptoris,/individus/393-albertusscriptoris,47,4603,4499,1,1,1
16272,ANDREAS de Spina,/individus/16272-andreasdespina,15,423,409,1,1,0
483,ALEXANDER de Sancto Vito,/individus/483-alexanderdesanctovito,30,1066,1013,1,1,0
50007,ARNALDUS Des Friches 2,/individus/50007-arnaldusdesfriches2,21,1392,1339,1,1,1
925,ARNALDUS de Aldendorpe,/individus/925-arnaldusdealdendorpe,29,1225,1185,1,1,0
16055,AEGIDIUS de Insulis,/individus/16055-aegidiusdeinsulis,16,512,498,1,1,0
523,ALEXIUS Yrmler,/individus/523-alexiusyrmler,32,1627,1579,1,1,1
19168,AEGIDIUS Salomonis 1,/individus/19168-aegidiussalomonis1,18,594,574,1,1,1
22978,AMADEUS Bornet,/individus/22978-amadeusbornet,10,410,402,1,1,1
612,ANDREAS Arvidi,/individus/612-andreasarvidi,31,1278,1228,1,1,1
726,ANDREAS de Lederdam,/individus/726-andreasdelederdam,18,532,514,1,1,0
60191,AMBROSIUS Ernst,/individus/60191-ambrosiusernst,17,399,381,1,1,1
16817,ARNULPHUS de Ecclesia,/individus/16817-arnulphusdeecclesia,22,999,971,1,1,1
19201,ANGELUS Baglioni,/individus/19201-angelusbaglioni,16,875,867,1,1,0
77,ADAM de Corbolio,/individus/77-adamdecorbolio,18,450,428,1,1,0
597,ANDREAS de Caroloco,/individus/597-andreasdecaroloco,72,3562,3477,1,1,1
21468,ARCHIDIACONUS Scocie,/individus/21468-archidiaconusscocie,14,615,603,1,1,1
16301,ARTHAUDUS Morelli,/individus/16301-arthaudusmorelli,13,317,307,1,1,0
17057,ADAM Barrois,/individus/17057-adambarrois,12,455,447,1,1,1
59549,ALBERTUS Suebeer,/individus/59549-albertussuebeer,39,1169,1121,1,1,1
60704,ARNALDUS de Haussy,/individus/60704-arnaldusdehaussy,13,345,337,1,1,0
16254,ANDONIUS de Brudivo,/individus/16254-andoniusdebrudivo,14,378,366,1,1,0
16279,ANTHONIUS Auvergnaci,/individus/16279-anthoniusauvergnaci,14,372,360,1,1,0
17037,AMADEUS Nobilis,/individus/17037-amadeusnobilis,10,450,444,1,1,1
17288,AMALRICUS de Credonio,/individus/17288-amalricusdecredonio,26,749,717,1,1,0
16935,AUBELLETUS Roatini,/individus/16935-aubelletusroatini,13,457,449,1,1,0
16432,ANTHONIUS Poussin,/individus/16432-anthoniuspoussin,16,436,422,1,1,0
53852,ASTORGIUS Glanderie,/individus/53852-astorgiusglanderie,15,404,390,1,1,0
3109,AEGIDIUS Rigaudi,/individus/3109-aegidiusrigaudi,42,2678,2622,1,1,1
1025,ARNALDUS de Sutphania,/individus/1025-arnaldusdesutphania,14,444,433,1,1,1
16391,ALBERICUS Johannis Marcoteti de Cynterio,/individus/16391-albericusjohannismarcotetidecynterio,18,925,904,1,1,0
51674,ADAM Le Sourt,/individus/51674-adamlesourt,14,446,432,1,1,1
53324,ADAM Bosco,/individus/53324-adambosco,11,387,377,1,1,1
342,ALBERICUS Laragon,/individus/342-albericuslaragon,18,563,547,1,1,1
497,ALEXANDER Nequam,/individus/497-alexandernequam,362,14642,14405,1,1,1
16814,ANTHONIUS Chastemer,/individus/16814-anthoniuschastemer,18,707,681,1,1,1
23290,ADRIANUS de Henencourt,/individus/23290-adrianusdehenencourt,22,677,655,1,1,0
17008,ADAM Chenart,/individus/17008-adamchenart,10,429,423,1,1,1
15596,ALANUS Michelin,/individus/15596-alanusmichelin,12,346,338,1,1,0
16019,AEGIDIUS de Damery,/individus/16019-aegidiusdedamery,21,1024,1000,1,1,0
187,AEGIDIUS Lullier,/individus/187-aegidiuslullier,23,911,883,1,1,1
22003,ANCELINUS de Verzelaio,/individus/22003-ancelinusdeverzelaio,19,517,499,1,1,0
82,ADAM de Estrebayo,/individus/82-adamdeestrebayo,25,1428,1392,1,1,0
58278,ANSELMUS 1,/individus/58278-anselmus1,11,305,295,1,1,1
57276,ADAM Renaud,/individus/57276-adamrenaud,14,514,500,1,1,1
58119,ANSELMUS della Pusterla,/individus/58119-anselmusdellapusterla,24,792,748,1,1,1
16173,AEGIDIUS Farenboult,/individus/16173-aegidiusfarenboult,13,339,327,1,1,0
25381,ANDREAS Culdoe,/individus/25381-andreasculdoe,17,560,546,1,1,0
13161,ANTHONIUS de Rubo,/individus/13161-anthoniusderubo,17,681,667,1,1,1
25883,ANTHONIUS Cioni,/individus/25883-anthoniuscioni,14,498,486,1,1,1
39,ADAM Flamingi,/individus/39-adamflamingi,13,659,640,1,1,1
60705,ARNALDUS Paschalis,/individus/60705-arnalduspaschalis,16,452,434,1,1,0
51000,ANDREAS Dautan,/individus/51000-andreasdautan,11,465,457,1,1,0
53848,ANDREAS de Boscagrossi,/individus/53848-andreasdeboscagrossi,15,383,369,1,1,0
16215,ALANUS Ammoener,/individus/16215-alanusammoener,13,294,284,1,1,0
1050,ARNULPHUS Provincialis,/individus/1050-arnulphusprovincialis,27,1856,1830,1,1,1
58585,ALTMANNUS de Passau,/individus/58585-altmannusdepassau,22,713,687,1,1,1
847,ANTHONIUS de Compiengne,/individus/847-anthoniusdecompiengne,11,224,220,1,1,0
250,ALANUS 6,/individus/250-alanus6,13,228,220,1,1,0
22001,ALBERICUS de Altovillari,/individus/22001-albericusdealtovillari,16,378,364,1,1,0
60196,AUGUSTINUS Steyne,/individus/60196-augustinussteyne,28,757,721,1,1,1
22044,ANSELMUS de Lehericuria,/individus/22044-anselmusdelehericuria,15,418,404,1,1,0
1015,ARNALDUS de Lubeke,/individus/1015-arnaldusdelubeke,13,531,517,1,1,1
54121,AEGIDIUS de Aquileo,/individus/54121-aegidiusdeaquileo,13,318,310,1,1,0
852,ANTHONIUS de Fiole,/individus/852-anthoniusdefiole,12,340,332,1,1,0
375,ALBERTUS Bestken de Tylia,/individus/375-albertusbestkendetylia,16,527,509,1,1,0
60540,ANTHONIUS Sylvestre,/individus/60540-anthoniussylvestre,15,434,420,1,1,0
738,ANDREAS de Steenro,/individus/738-andreasdesteenro,21,668,644,1,1,0
16174,AEGIDIUS Flamengi,/individus/16174-aegidiusflamengi,13,339,329,1,1,0
291,ALANUS Perioci,/individus/291-alanusperioci,18,683,673,1,1,0
615,ANDREAS Badenagh,/individus/615-andreasbadenagh,24,594,566,1,1,0
17036,ALANUS 9,/individus/17036-alanus9,11,469,459,1,1,1
598,ANDREAS de Galliano,/individus/598-andreasdegalliano,21,1067,1035,1,1,1
62,ADAM Williamson,/individus/62-adamwilliamson,18,444,428,1,1,0
52197,ANDREAS Dacus,/individus/52197-andreasdacus,14,672,654,1,1,1
16120,AEGIDIUS de Gyffo,/individus/16120-aegidiusdegyffo,12,440,430,1,1,1
186,AEGIDIUS Le Gay,/individus/186-aegidiuslegay,16,463,457,1,1,0
52201,ANGELUS Apuliensis,/individus/52201-angelusapuliensis,14,691,673,1,1,1
163,AEGIDIUS Aycelini de Monte Acuto 2,/individus/163-aegidiusaycelinidemonteacuto2,37,1567,1516,1,1,1
2079,AGBERTUS Simonis,/individus/2079-agbertussimonis,10,288,280,1,1,0
57811,AALIS,/individus/57811-aalis,14,344,334,1,1,0
491,ALEXANDER Achillini,/individus/491-alexanderachillini,99,3313,3094,1,1,1
699,ANDREAS de Strachota,/individus/699-andreasdestrachota,15,394,381,1,1,0
16248,ALBERTUS Hugonis 2,/individus/16248-albertushugonis2,12,645,629,1,1,1
59774,AEGIDIUS de Spina,/individus/59774-aegidiusdespina,17,464,450,1,1,1
16576,ANDREAS Soreau,/individus/16576-andreassoreau,22,729,697,1,1,1
16860,ADRIANUS,/individus/16860-adrianus,21,1301,1269,1,1,1
16315,ANTHONIUS 3,/individus/16315-anthonius3,12,251,245,1,1,0
19206,AEGIDIUS de Campis 2,/individus/19206-aegidiusdecampis2,23,663,637,1,1,0
16352,ANTHONIUS de Moulinis,/individus/16352-anthoniusdemoulinis,12,319,311,1,1,0
70,ADAM de Borrenc,/individus/70-adamdeborrenc,13,322,314,1,1,0
56240,ALANUS Brito 1,/individus/56240-alanusbrito1,14,357,341,1,1,0
25830,AEGIDIUS Des Prés,/individus/25830-aegidiusdesprés,14,588,572,1,1,1
389,ALBERTUS Posthouwer de Boemel,/individus/389-albertusposthouwerdeboemel,27,1206,1170,1,1,0
58963,ANDREAS 2,/individus/58963-andreas2,14,378,362,1,1,0
15664,ANTHONIUS de Bono=Fonte,/individus/15664-anthoniusdebono=fonte,14,440,430,1,1,0
16470,ALANUS Le Viconte,/individus/16470-alanusleviconte,13,304,294,1,1,0
3119,AEGIDIUS Corboliensis,/individus/3119-aegidiuscorboliensis,330,18703,18397,1,1,1
54502,ARNALDUS Probus,/individus/54502-arnaldusprobus,12,277,269,1,1,0
796,ANTHONIUS Rarel,/individus/796-anthoniusrarel,12,364,352,1,1,0
17137,ADAM de Gravia,/individus/17137-adamdegravia,12,519,507,1,1,1
35,ADAM Coliburn,/individus/35-adamcoliburn,12,354,344,1,1,0
16164,ADRIANUS Liebart,/individus/16164-adrianusliebart,16,489,472,1,1,0
1033,ARNULPHUS de Furnivalle,/individus/1033-arnulphusdefurnivalle,18,884,864,1,1,1
221,AEGIDIUS de Duraemortis,/individus/221-aegidiusdeduraemortis,45,1994,1940,1,1,1
25242,ALEXANDER Bell,/individus/25242-alexanderbell,18,674,653,1,1,1
16274,ANDREAS Textoris 2,/individus/16274-andreastextoris2,12,313,305,1,1,0
15543,AZZO de Ruit,/individus/15543-azzoderuit,14,605,587,1,1,1
17192,ADAM de Hautefeuille,/individus/17192-adamdehautefeuille,15,639,622,1,1,1
881,ARNALDUS Balati,/individus/881-arnaldusbalati,14,516,508,1,1,1
55762,AEGIDIUS Godin,/individus/55762-aegidiusgodin,13,337,329,1,1,0
56572,ANTHONIUS Davidis,/individus/56572-anthoniusdavidis,19,489,467,1,1,0
54930,ANTHONIUS Rolini,/individus/54930-anthoniusrolini,23,700,668,1,1,0
12,ACELINUS de Sancto Victore,/individus/12-acelinusdesanctovictore,14,393,383,1,1,0
561,AMATOR Chetart,/individus/561-amatorchetart,44,2585,2523,1,1,1
22098,ALEXANDER de Sancto Albano,/individus/22098-alexanderdesanctoalbano,11,296,290,1,1,0
21560,A. Robin,/individus/21560-a.robin,11,408,402,1,1,1
60708,AUBERTUS de Marla,/individus/60708-aubertusdemarla,16,460,448,1,1,1
990,ARNALDUS de Bommel,/individus/990-arnaldusdebommel,19,518,498,1,1,0
16350,ANTHONIUS de Nozerenis,/individus/16350-anthoniusdenozerenis,12,320,314,1,1,0
422,ALBERTUS de Spiria,/individus/422-albertusdespiria,13,350,340,1,1,0
1026,ARNALDUS de Trajecto,/individus/1026-arnaldusdetrajecto,14,602,586,1,1,0
15640,ANDREAS Morinus,/individus/15640-andreasmorinus,12,327,319,1,1,0
16064,AEGIDIUS de Milliers,/individus/16064-aegidiusdemilliers,13,417,407,1,1,0
790,ANTHONIUS Aurini,/individus/790-anthoniusaurini,15,406,392,1,1,1
17065,ANTHONIUS de Lebolleriis,/individus/17065-anthoniusdelebolleriis,10,477,471,1,1,1
365,ALBERTUS de Polonia,/individus/365-albertusdepolonia,11,301,293,1,1,0
16480,ALANUS de Schirburne,/individus/16480-alanusdeschirburne,12,521,511,1,1,0
261,ALANUS de Wedale,/individus/261-alanusdewedale,22,662,631,1,1,0
18369,ARNULPHUS Lexoviensis,/individus/18369-arnulphuslexoviensis,78,3942,3858,1,1,1
3100,AEGIDIUS Boulart,/individus/3100-aegidiusboulart,20,1136,1106,1,1,1
537,ALPHONSUS Borox,/individus/537-alphonsusborox,28,1774,1734,1,1,1
19375,AEGIDIUS de Villain,/individus/19375-aegidiusdevillain,11,328,320,1,1,0
173,AEGIDIUS Cathi,/individus/173-aegidiuscathi,18,1058,1036,1,1,1
243,AGNES de Gravia,/individus/243-agnesdegravia,10,238,232,1,1,0
59488,ANTHONIUS Bussy,/individus/59488-anthoniusbussy,12,255,249,1,1,0
640,ANDREAS Freouati,/individus/640-andreasfreouati,40,2261,2181,1,1,1
230,AEGIDIUS de Taissencent,/individus/230-aegidiusdetaissencent,15,465,455,1,1,0
55876,ALBERICUS de Verberia,/individus/55876-albericusdeverberia,17,450,440,1,1,0
16827,ANDREAS Pepin 2,/individus/16827-andreaspepin2,14,519,503,1,1,1
60526,AMBLARDUS Setem,/individus/60526-amblardussetem,13,372,364,1,1,0
56836,ANTHONIUS de Vorda,/individus/56836-anthoniusdevorda,12,355,347,1,1,1
17156,ANTHONIUS Caetani,/individus/17156-anthoniuscaetani,15,430,416,1,1,1
19881,ARNALDUS de Quimballe,/individus/19881-arnaldusdequimballe,19,838,814,1,1,1
254,ALANUS Martel,/individus/254-alanusmartel,15,357,351,1,1,0
225,AEGIDIUS de Meriaco,/individus/225-aegidiusdemeriaco,19,771,753,1,1,0
53845,ADEMARUS de Belloforti,/individus/53845-ademarusdebelloforti,15,357,339,1,1,0
16256,ANDREAS de Autienca,/individus/16256-andreasdeautienca,10,186,178,1,1,0
182,AEGIDIUS Husseneti de Lineyo,/individus/182-aegidiushussenetidelineyo,22,966,944,1,1,0
60697,ANTHONIUS Brande,/individus/60697-anthoniusbrande,17,442,432,1,1,0
1094,AUFREDUS Quortqueneran,/individus/1094-aufredusquortqueneran,15,512,498,1,1,0
623,ANDREAS Cadoen,/individus/623-andreascadoen,12,313,305,1,1,0
55755,ANTHONIUS Seneschal,/individus/55755-anthoniusseneschal,13,361,353,1,1,0
269,ALANUS Crespir,/individus/269-alanuscrespir,12,551,537,1,1,1
55224,AMADEUS de Danenches,/individus/55224-amadeusdedanenches,15,363,353,1,1,0
18701,ANCELINUS Bertin,/individus/18701-ancelinusbertin,10,493,483,1,1,1
15630,ANDREAS Foucaudi,/individus/15630-andreasfoucaudi,12,470,458,1,1,0
323,ALARDUS Petri,/individus/323-alarduspetri,12,313,304,1,1,0
16841,AEGIDIUS Oegerlande,/individus/16841-aegidiusoegerlande,17,687,667,1,1,1
16386,ANTHONIUS Beguin,/individus/16386-anthoniusbeguin,18,725,705,1,1,0
17136,AEGIDIUS Coopertoris,/individus/17136-aegidiuscoopertoris,13,531,523,1,1,1
16540,AEGIDIUS Maucourgent de Hermondivilla,/individus/16540-aegidiusmaucourgentdehermondivilla,16,645,633,1,1,0
42,ADAM Fumée,/individus/42-adamfumée,46,2341,2257,1,1,1
17066,AUBERTUS Lepage,/individus/17066-aubertuslepage,10,428,422,1,1,1
1066,ARNULPHUS de Gorceyo,/individus/1066-arnulphusdegorceyo,20,530,508,1,1,0
59777,ALBERTUS Noschel,/individus/59777-albertusnoschel,18,440,420,1,1,1
16347,ANTHONIUS Perrini,/individus/16347-anthoniusperrini,13,349,341,1,1,0
162,AEGIDIUS Andree,/individus/162-aegidiusandree,15,366,354,1,1,0
16777,ANDREAS de Sabuleto,/individus/16777-andreasdesabuleto,13,439,429,1,1,0
