path,count,coverage,types
curriculum.grades[],2622,0.8948805460750853,"{'list': 2622, 'dict': 4173}"
curriculum.grades[].meta,2622,0.8948805460750853,{'dict': 4173}
curriculum.grades[].value,2622,0.8948805460750853,{'str': 4173}
bibliography.workReferences[],2503,0.8542662116040955,"{'list': 2503, 'dict': 4553}"
bibliography.workReferences[].meta,2503,0.8542662116040955,{'dict': 4553}
bibliography.workReferences[].value,2503,0.8542662116040955,{'str': 4553}
curriculum.university[].meta.places[],2346,0.8006825938566553,"{'list': 2663, 'str': 2666}"
curriculum.grades[].reference[],1856,0.6334470989761092,"{'list': 3014, 'str': 3386}"
curriculum.grades[].meta.dates[],1743,0.5948805460750853,"{'list': 3042, 'dict': 3049}"
curriculum.grades[].meta.dates[].type,1739,0.5935153583617747,{'str': 3049}
origin,1730,0.590443686006826,{'dict': 1730}
curriculum.university[].meta.dates[],1721,0.5873720136518771,"{'list': 1921, 'dict': 1923}"
curriculum.university[].meta.dates[].type,1717,0.5860068259385666,{'str': 1923}
identity.nameVariant[].reference[],1705,0.5819112627986348,"{'list': 2597, 'str': 2671}"
curriculum.grades[].meta.dates[].date,1667,0.5689419795221843,{'int': 2925}
ecclesiasticalCareer,1559,0.5320819112627987,{'dict': 1559}
origin.birthPlace[],1554,0.5303754266211604,"{'list': 1554, 'dict': 1556}"
origin.birthPlace[].meta,1554,0.5303754266211604,{'dict': 1556}
origin.birthPlace[].value,1554,0.5303754266211604,{'str': 1556}
origin.birthPlace[].meta.places[],1500,0.5119453924914675,"{'list': 1501, 'str': 2184}"
curriculum.grades[].meta.places[],1470,0.5017064846416383,"{'list': 2420, 'str': 2425}"
origin.diocese[],1406,0.47986348122866895,"{'list': 1406, 'dict': 1416}"
origin.diocese[].meta,1406,0.47986348122866895,{'dict': 1416}
origin.diocese[].value,1406,0.47986348122866895,{'str': 1416}
origin.diocese[].meta.institutions[],1379,0.4706484641638225,"{'list': 1386, 'str': 1388}"
curriculum.grades[].comment[],1325,0.4522184300341297,"{'list': 2047, 'str': 2147}"
ecclesiasticalCareer.secularPosition[],1097,0.3744027303754266,"{'list': 1097, 'dict': 2908}"
ecclesiasticalCareer.secularPosition[].meta,1097,0.3744027303754266,{'dict': 2908}
ecclesiasticalCareer.secularPosition[].value,1097,0.3744027303754266,{'str': 2908}
curriculum.university[].meta.institutions[],1063,0.3627986348122867,"{'list': 1072, 'str': 1077}"
identity.activityMediane[],1053,0.35938566552901025,"{'list': 1053, 'dict': 1053}"
identity.activityMediane[].meta,1053,0.35938566552901025,{'dict': 1053}
identity.activityMediane[].value,1053,0.35938566552901025,{'str': 1053}
identity.activityMediane[].meta.dates[],1051,0.35870307167235493,"{'list': 1051, 'dict': 1051}"
identity.activityMediane[].meta.dates[].type,1051,0.35870307167235493,{'str': 1051}
identity.activityMediane[].meta.dates[].date,1050,0.3583617747440273,{'int': 1050}
curriculum.university[].meta.dates[].date,1046,0.35699658703071674,{'int': 1154}
ecclesiasticalCareer.secularPosition[].meta.institutions[],993,0.3389078498293515,"{'list': 2709, 'str': 3433}"
professionalCareer,981,0.3348122866894198,{'dict': 981}
ecclesiasticalCareer.secularPosition[].meta.dates[],961,0.32798634812286687,"{'list': 2541, 'dict': 2524}"
relationalInsertion,955,0.32593856655290104,{'dict': 955}
ecclesiasticalCareer.secularPosition[].meta.dates[].type,952,0.3249146757679181,{'str': 2524}
bibliography.bookReferences[],940,0.32081911262798635,"{'list': 940, 'dict': 3279}"
bibliography.bookReferences[].meta,940,0.32081911262798635,{'dict': 3279}
bibliography.bookReferences[].value,940,0.32081911262798635,{'str': 3279}
bibliography.bookReferences[].meta.titles[],925,0.31569965870307165,"{'list': 3238, 'str': 3481}"
ecclesiasticalCareer.secularPosition[].reference[],918,0.31331058020477814,"{'list': 2293, 'str': 2450}"
curriculum.university[].meta.dates[].endDate,734,0.25051194539249144,"{'dict': 767, 'NoneType': 2}"
curriculum.university[].meta.dates[].startDate,734,0.25051194539249144,{'dict': 769}
curriculum.university[].meta.dates[].startDate.date,734,0.25051194539249144,{'int': 769}
curriculum.university[].meta.dates[].startDate.type,734,0.25051194539249144,{'str': 769}
curriculum.university[].meta.dates[].endDate.date,732,0.24982935153583619,{'int': 767}
curriculum.university[].meta.dates[].endDate.type,732,0.24982935153583619,{'str': 767}
professionalCareer.universityFunction[],684,0.2334470989761092,"{'list': 684, 'dict': 1399}"
professionalCareer.universityFunction[].meta,684,0.2334470989761092,{'dict': 1399}
professionalCareer.universityFunction[].value,684,0.2334470989761092,{'str': 1399}
ecclesiasticalCareer.secularPosition[].meta.dates[].date,663,0.22627986348122867,{'int': 1384}
professionalCareer.universityFunction[].meta.places[],653,0.22286689419795222,"{'list': 1312, 'str': 1365}"
origin.diocese[].reference[],608,0.2075085324232082,"{'list': 615, 'str': 632}"
professionalCareer.universityFunction[].meta.dates[],608,0.2075085324232082,"{'list': 1244, 'dict': 1316}"
professionalCareer.universityFunction[].meta.dates[].type,606,0.2068259385665529,{'str': 1316}
professionalCareer.universityFunction[].meta.institutions[],560,0.19112627986348124,"{'list': 1092, 'str': 1512}"
curriculum.universityCollege[],546,0.1863481228668942,"{'list': 546, 'dict': 631}"
curriculum.universityCollege[].meta,546,0.1863481228668942,{'dict': 631}
curriculum.universityCollege[].value,546,0.1863481228668942,{'str': 631}
identity.datesOfLife[],538,0.18361774744027304,"{'list': 538, 'dict': 541}"
identity.datesOfLife[].meta,538,0.18361774744027304,{'dict': 541}
identity.datesOfLife[].meta.dates[],538,0.18361774744027304,"{'list': 539, 'dict': 111}"
identity.datesOfLife[].value,538,0.18361774744027304,{'str': 541}
professionalCareer.universityFunction[].meta.dates[].date,510,0.17406143344709898,{'int': 1036}
professionalCareer.universityFunction[].reference[],510,0.17406143344709898,"{'list': 1032, 'str': 1286}"
ecclesiasticalCareer.secularPosition[].meta.dates[].endDate,491,0.16757679180887372,"{'dict': 1070, 'NoneType': 70}"
ecclesiasticalCareer.secularPosition[].meta.dates[].startDate,491,0.16757679180887372,{'dict': 1140}
ecclesiasticalCareer.secularPosition[].meta.dates[].startDate.date,491,0.16757679180887372,"{'int': 1139, 'NoneType': 1}"
ecclesiasticalCareer.secularPosition[].meta.dates[].startDate.type,491,0.16757679180887372,{'str': 1140}
ecclesiasticalCareer.secularPosition[].meta.dates[].endDate.date,483,0.16484641638225256,{'int': 1070}
ecclesiasticalCareer.secularPosition[].meta.dates[].endDate.type,483,0.16484641638225256,{'str': 1070}
curriculum.universityCollege[].meta.institutions[],479,0.163481228668942,"{'list': 551, 'str': 557}"
curriculum.university[].reference[],473,0.1614334470989761,"{'list': 510, 'str': 560}"
ecclesiasticalCareer.regularOrder[],440,0.15017064846416384,"{'list': 440, 'dict': 457}"
ecclesiasticalCareer.regularOrder[].meta,440,0.15017064846416384,{'dict': 457}
ecclesiasticalCareer.regularOrder[].value,440,0.15017064846416384,{'str': 457}
curriculum.university[].comment[],434,0.14812286689419796,"{'list': 449, 'str': 468}"
relationalInsertion.familyNetwork[],395,0.1348122866894198,"{'list': 395, 'dict': 873}"
relationalInsertion.familyNetwork[].meta,395,0.1348122866894198,{'dict': 873}
relationalInsertion.familyNetwork[].value,395,0.1348122866894198,{'str': 873}
relationalInsertion.familyNetwork[].meta.names[],386,0.13174061433447098,"{'list': 858, 'str': 913}"
relationalInsertion.studentProfessorRelationships[],348,0.11877133105802047,"{'list': 348, 'dict': 643}"
relationalInsertion.studentProfessorRelationships[].meta,348,0.11877133105802047,{'dict': 643}
relationalInsertion.studentProfessorRelationships[].value,348,0.11877133105802047,{'str': 643}
relationalInsertion.studentProfessorRelationships[].meta.names[],342,0.1167235494880546,"{'list': 636, 'str': 650}"
ecclesiasticalCareer.ecclesiasticalStatus[],336,0.11467576791808874,"{'list': 336, 'dict': 366}"
ecclesiasticalCareer.ecclesiasticalStatus[].meta,336,0.11467576791808874,{'dict': 366}
ecclesiasticalCareer.ecclesiasticalStatus[].value,336,0.11467576791808874,{'str': 366}
curriculum.universityCollege[].meta.dates[],320,0.10921501706484642,"{'list': 380, 'dict': 391}"
relationalInsertion.socialClassOrigin[],320,0.10921501706484642,"{'list': 320, 'dict': 322}"
relationalInsertion.socialClassOrigin[].meta,320,0.10921501706484642,{'dict': 322}
relationalInsertion.socialClassOrigin[].value,320,0.10921501706484642,{'str': 322}
curriculum.universityCollege[].meta.dates[].type,319,0.10887372013651878,{'str': 391}
bibliography.workSources[],305,0.10409556313993173,"{'list': 305, 'dict': 462}"
bibliography.workSources[].meta,305,0.10409556313993173,{'dict': 462}
bibliography.workSources[].value,305,0.10409556313993173,{'str': 462}
bibliography.workReferences[].meta.titles[],301,0.10273037542662115,"{'list': 386, 'str': 409}"
curriculum.universityCollege[].reference[],294,0.10034129692832765,"{'list': 352, 'str': 441}"
textualProduction,244,0.08327645051194539,{'dict': 244}
ecclesiasticalCareer.secularPosition[].comment[],240,0.08191126279863481,"{'list': 299, 'str': 316}"
professionalCareer.universityFunction[].comment[],240,0.08191126279863481,"{'list': 306, 'str': 363}"
ecclesiasticalCareer.ecclesiasticalStatus[].reference[],232,0.07918088737201365,"{'list': 253, 'str': 272}"
relationalInsertion.studentProfessorRelationships[].reference[],228,0.07781569965870307,"{'list': 479, 'str': 508}"
relationalInsertion.familyNetwork[].reference[],214,0.07303754266211604,"{'list': 378, 'str': 393}"
curriculum.universityCollege[].meta.places[],210,0.07167235494880546,"{'list': 235, 'str': 239}"
curriculum.universityCollege[].meta.dates[].date,207,0.07064846416382252,{'int': 240}
relationalInsertion.familyNetwork[].meta.institutions[],204,0.0696245733788396,"{'list': 348, 'str': 388}"
ecclesiasticalCareer.regularFunctions[],181,0.061774744027303756,"{'list': 181, 'dict': 386}"
ecclesiasticalCareer.regularFunctions[].meta,181,0.061774744027303756,{'dict': 386}
ecclesiasticalCareer.regularFunctions[].value,181,0.061774744027303756,{'str': 386}
professionalCareer.universityFunction[].meta.dates[].endDate,179,0.061092150170648465,"{'dict': 276, 'NoneType': 4}"
professionalCareer.universityFunction[].meta.dates[].startDate,179,0.061092150170648465,{'dict': 280}
professionalCareer.universityFunction[].meta.dates[].startDate.date,179,0.061092150170648465,{'int': 280}
professionalCareer.universityFunction[].meta.dates[].startDate.type,179,0.061092150170648465,{'str': 280}
ecclesiasticalCareer.ecclesiasticalStatus[].meta.institutions[],178,0.06075085324232082,"{'list': 191, 'str': 193}"
professionalCareer.universityFunction[].meta.dates[].endDate.date,176,0.060068259385665526,{'int': 276}
professionalCareer.universityFunction[].meta.dates[].endDate.type,176,0.060068259385665526,{'str': 276}
ecclesiasticalCareer.regularFunctions[].meta.institutions[],171,0.0583617747440273,"{'list': 362, 'str': 440}"
ecclesiasticalCareer.regularOrder[].meta.institutions[],165,0.05631399317406143,"{'list': 174, 'str': 211}"
identity.datesOfLife[].comment[],165,0.05631399317406143,"{'list': 165, 'str': 171}"
ecclesiasticalCareer.secularPosition[].meta.names[],159,0.05426621160409556,"{'list': 192, 'str': 207}"
ecclesiasticalCareer.regularFunctions[].meta.dates[],155,0.052901023890784986,"{'list': 326, 'dict': 332}"
assets,153,0.052218430034129695,{'dict': 153}
textualProduction.religion,153,0.052218430034129695,{'dict': 153}
textualProduction.religion.meta,153,0.052218430034129695,{'dict': 153}
textualProduction.religion.opus[],153,0.052218430034129695,"{'list': 153, 'dict': 945}"
textualProduction.religion.opus[].mainTitle,153,0.052218430034129695,{'str': 945}
textualProduction.religion.opus[].title[],153,0.052218430034129695,"{'list': 945, 'dict': 945}"
textualProduction.religion.opus[].title[].meta,153,0.052218430034129695,{'dict': 945}
textualProduction.religion.opus[].title[].meta.titles[],153,0.052218430034129695,"{'list': 945, 'str': 950}"
textualProduction.religion.opus[].title[].value,153,0.052218430034129695,{'str': 945}
textualProduction.religion.value,153,0.052218430034129695,{'str': 153}
ecclesiasticalCareer.regularFunctions[].meta.dates[].type,152,0.05187713310580205,{'str': 332}
textualProduction.religion.opus[].dateAndPlace[],152,0.05187713310580205,"{'list': 943, 'dict': 1064}"
textualProduction.religion.opus[].dateAndPlace[].meta,152,0.05187713310580205,{'dict': 1064}
textualProduction.religion.opus[].dateAndPlace[].value,152,0.05187713310580205,{'str': 1064}
textualProduction.religion.opus[].manuscrits[],151,0.051535836177474405,"{'list': 938, 'dict': 6248}"
textualProduction.religion.opus[].manuscrits[].meta,151,0.051535836177474405,{'dict': 6248}
textualProduction.religion.opus[].manuscrits[].value,151,0.051535836177474405,{'str': 6248}
politicalCareer,150,0.051194539249146756,{'dict': 150}
curriculum.universityCollege[].comment[],142,0.048464163822525594,"{'list': 148, 'str': 184}"
identity.shortDescription[].meta.institutions[],136,0.04641638225255973,"{'list': 136, 'str': 136}"
textualProduction.religion.opus[].incipits[],134,0.04573378839590444,"{'list': 839, 'dict': 1033}"
textualProduction.religion.opus[].incipits[].meta,134,0.04573378839590444,{'dict': 1033}
textualProduction.religion.opus[].incipits[].value,134,0.04573378839590444,{'str': 1033}
professionalCareer.representation[],132,0.04505119453924915,"{'list': 132, 'dict': 238}"
professionalCareer.representation[].meta,132,0.04505119453924915,{'dict': 238}
professionalCareer.representation[].value,132,0.04505119453924915,{'str': 238}
travels,132,0.04505119453924915,{'dict': 132}
travels.travels[],132,0.04505119453924915,"{'list': 132, 'dict': 205}"
travels.travels[].meta,132,0.04505119453924915,{'dict': 205}
travels.travels[].value,132,0.04505119453924915,{'str': 205}
curriculum.universityCollege[].meta.dates[].endDate,130,0.04436860068259386,{'dict': 151}
curriculum.universityCollege[].meta.dates[].endDate.date,130,0.04436860068259386,{'int': 151}
curriculum.universityCollege[].meta.dates[].endDate.type,130,0.04436860068259386,{'str': 151}
curriculum.universityCollege[].meta.dates[].startDate,130,0.04436860068259386,{'dict': 151}
curriculum.universityCollege[].meta.dates[].startDate.date,130,0.04436860068259386,{'int': 151}
curriculum.universityCollege[].meta.dates[].startDate.type,130,0.04436860068259386,{'str': 151}
origin.birthPlace[].reference[],128,0.04368600682593857,"{'list': 128, 'str': 134}"
travels.travels[].meta.places[],126,0.043003412969283276,"{'list': 195, 'str': 439}"
relationalInsertion.studentProfessorRelationships[].meta.dates[],121,0.041296928327645054,"{'list': 327, 'dict': 333}"
relationalInsertion.studentProfessorRelationships[].meta.dates[].type,121,0.041296928327645054,{'str': 333}
identity.datesOfLife[].reference[],118,0.040273037542662114,"{'list': 118, 'str': 158}"
identity.nameVariant[].comment[],118,0.040273037542662114,"{'list': 121, 'str': 123}"
ecclesiasticalCareer.regularOrder[].reference[],117,0.03993174061433447,"{'list': 121, 'str': 132}"
assets.parisHousing[],116,0.039590443686006824,"{'list': 116, 'dict': 117}"
assets.parisHousing[].meta,116,0.039590443686006824,{'dict': 117}
assets.parisHousing[].value,116,0.039590443686006824,{'str': 117}
ecclesiasticalCareer.popFunctions[],116,0.039590443686006824,"{'list': 116, 'dict': 160}"
ecclesiasticalCareer.popFunctions[].meta,116,0.039590443686006824,{'dict': 160}
ecclesiasticalCareer.popFunctions[].value,116,0.039590443686006824,{'str': 160}
curriculum.grades[].meta.dates[].endDate,114,0.03890784982935153,"{'dict': 123, 'NoneType': 1}"
curriculum.grades[].meta.dates[].startDate,114,0.03890784982935153,"{'NoneType': 1, 'dict': 123}"
curriculum.grades[].meta.dates[].endDate.date,113,0.03856655290102389,{'int': 123}
curriculum.grades[].meta.dates[].endDate.type,113,0.03856655290102389,{'str': 123}
curriculum.grades[].meta.dates[].startDate.date,113,0.03856655290102389,{'int': 123}
curriculum.grades[].meta.dates[].startDate.type,113,0.03856655290102389,{'str': 123}
relationalInsertion.personalServicesRelationship[],112,0.03822525597269624,"{'list': 112, 'dict': 144}"
relationalInsertion.personalServicesRelationship[].meta,112,0.03822525597269624,{'dict': 144}
relationalInsertion.personalServicesRelationship[].value,112,0.03822525597269624,{'str': 144}
relationalInsertion.studentProfessorRelationships[].meta.dates[].date,112,0.03822525597269624,{'int': 316}
identity.datesOfLife[].meta.dates[].type,111,0.0378839590443686,{'str': 111}
professionalCareer.representation[].meta.dates[],111,0.0378839590443686,"{'list': 202, 'dict': 224}"
professionalCareer.representation[].meta.dates[].type,111,0.0378839590443686,{'str': 224}
assets.parisHousing[].reference[],108,0.03686006825938567,"{'list': 109, 'str': 119}"
identity.datesOfLife[].meta.dates[].endDate,108,0.03686006825938567,"{'dict': 95, 'NoneType': 13}"
identity.datesOfLife[].meta.dates[].startDate,108,0.03686006825938567,"{'dict': 106, 'NoneType': 2}"
relationalInsertion.personalServicesRelationship[].meta.names[],108,0.03686006825938567,"{'list': 139, 'str': 149}"
relationalInsertion.socialClassOrigin[].reference[],107,0.03651877133105802,"{'list': 108, 'str': 115}"
identity.datesOfLife[].meta.dates[].startDate.date,106,0.03617747440273038,{'int': 106}
identity.datesOfLife[].meta.dates[].startDate.type,106,0.03617747440273038,{'str': 106}
professionalCareer.representation[].meta.dates[].date,102,0.0348122866894198,{'int': 195}
professionalCareer.representation[].meta.institutions[],101,0.03447098976109215,"{'list': 165, 'str': 227}"
professionalCareer.royalAdministration[],96,0.032764505119453925,"{'list': 96, 'dict': 149}"
professionalCareer.royalAdministration[].meta,96,0.032764505119453925,{'dict': 149}
professionalCareer.royalAdministration[].value,96,0.032764505119453925,{'str': 149}
ecclesiasticalCareer.regularFunctions[].meta.dates[].date,95,0.032423208191126277,{'int': 210}
identity.datesOfLife[].meta.dates[].endDate.date,95,0.032423208191126277,{'int': 95}
identity.datesOfLife[].meta.dates[].endDate.type,95,0.032423208191126277,{'str': 95}
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[],90,0.030716723549488054,"{'list': 108, 'dict': 108}"
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].type,90,0.030716723549488054,{'str': 108}
ecclesiasticalCareer.regularFunctions[].meta.dates[].endDate,90,0.030716723549488054,"{'dict': 115, 'NoneType': 7}"
ecclesiasticalCareer.regularFunctions[].meta.dates[].startDate,90,0.030716723549488054,{'dict': 122}
ecclesiasticalCareer.regularFunctions[].meta.dates[].startDate.date,90,0.030716723549488054,{'int': 122}
ecclesiasticalCareer.regularFunctions[].meta.dates[].startDate.type,90,0.030716723549488054,{'str': 122}
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].date,89,0.03037542662116041,{'int': 106}
ecclesiasticalCareer.regularFunctions[].reference[],88,0.030034129692832763,"{'list': 151, 'str': 193}"
ecclesiasticalCareer.otherFunctions[],87,0.029692832764505118,"{'list': 87, 'dict': 110}"
ecclesiasticalCareer.otherFunctions[].meta,87,0.029692832764505118,{'dict': 110}
ecclesiasticalCareer.otherFunctions[].value,87,0.029692832764505118,{'str': 110}
ecclesiasticalCareer.regularFunctions[].meta.dates[].endDate.date,86,0.029351535836177476,{'int': 115}
ecclesiasticalCareer.regularFunctions[].meta.dates[].endDate.type,86,0.029351535836177476,{'str': 115}
travels.travels[].meta.dates[],86,0.029351535836177476,"{'list': 140, 'dict': 188}"
travels.travels[].meta.dates[].type,86,0.029351535836177476,{'str': 188}
ecclesiasticalCareer.otherFunctions[].meta.institutions[],82,0.027986348122866895,"{'list': 103, 'str': 111}"
relationalInsertion.controversyOrDebates[],81,0.02764505119453925,"{'list': 81, 'dict': 97}"
relationalInsertion.controversyOrDebates[].meta,81,0.02764505119453925,{'dict': 97}
relationalInsertion.controversyOrDebates[].value,81,0.02764505119453925,{'str': 97}
assets.parisHousing[].meta.dates[],80,0.027303754266211604,"{'list': 81, 'dict': 134}"
assets.parisHousing[].meta.dates[].type,80,0.027303754266211604,{'str': 134}
ecclesiasticalCareer.otherFunctions[].reference[],79,0.02696245733788396,"{'list': 99, 'str': 106}"
textualProduction.religion.opus[].dateAndPlace[].meta.dates[],79,0.02696245733788396,"{'list': 381, 'dict': 389}"
textualProduction.religion.opus[].dateAndPlace[].meta.dates[].type,78,0.026621160409556314,{'str': 389}
travels.travels[].meta.dates[].date,77,0.02627986348122867,{'int': 142}
ecclesiasticalCareer.secularPosition[].meta.titles[],76,0.025938566552901023,"{'list': 81, 'str': 108}"
assets.parisHousing[].meta.dates[].date,75,0.025597269624573378,{'int': 129}
ecclesiasticalCareer.otherFunctions[].meta.dates[],75,0.025597269624573378,"{'list': 96, 'dict': 100}"
ecclesiasticalCareer.otherFunctions[].meta.dates[].type,75,0.025597269624573378,{'str': 100}
relationalInsertion.controversyOrDebates[].meta.names[],75,0.025597269624573378,"{'list': 85, 'str': 154}"
relationalInsertion.personalServicesRelationship[].reference[],75,0.025597269624573378,"{'list': 94, 'str': 107}"
relationalInsertion.socialClassOrigin[].comment[],75,0.025597269624573378,"{'list': 75, 'str': 79}"
origin.birthPlace[].comment[],74,0.025255972696245733,"{'list': 74, 'str': 75}"
ecclesiasticalCareer.popFunctions[].meta.dates[],72,0.024573378839590442,"{'list': 93, 'dict': 98}"
ecclesiasticalCareer.popFunctions[].meta.dates[].type,72,0.024573378839590442,{'str': 98}
identity.datesOfActivity[].comment[],72,0.024573378839590442,"{'list': 72, 'str': 72}"
professionalCareer.universityFunction[].meta.names[],72,0.024573378839590442,"{'list': 102, 'str': 133}"
ecclesiasticalCareer.secularPosition[].meta.places[],70,0.023890784982935155,"{'list': 91, 'str': 93}"
ecclesiasticalCareer.popFunctions[].reference[],69,0.02354948805460751,"{'list': 93, 'str': 98}"
professionalCareer.royalAdministration[].meta.institutions[],68,0.023208191126279865,"{'list': 92, 'str': 100}"
textualProduction.religion.opus[].dateAndPlace[].meta.dates[].date,68,0.023208191126279865,{'int': 318}
politicalCareer.justiceFacts[],67,0.02286689419795222,"{'list': 67, 'dict': 78}"
politicalCareer.justiceFacts[].meta,67,0.02286689419795222,{'dict': 78}
politicalCareer.justiceFacts[].value,67,0.02286689419795222,{'str': 78}
professionalCareer.lawFunction[],67,0.02286689419795222,"{'list': 67, 'dict': 83}"
professionalCareer.lawFunction[].meta,67,0.02286689419795222,{'dict': 83}
professionalCareer.lawFunction[].value,67,0.02286689419795222,{'str': 83}
professionalCareer.representation[].meta.names[],67,0.02286689419795222,"{'list': 109, 'str': 158}"
relationalInsertion.familyNetwork[].meta.dates[],67,0.02286689419795222,"{'list': 117, 'dict': 127}"
relationalInsertion.familyNetwork[].meta.dates[].type,67,0.02286689419795222,{'str': 127}
ecclesiasticalCareer.regularOrder[].comment[],66,0.022525597269624574,"{'list': 66, 'str': 70}"
professionalCareer.representation[].meta.places[],66,0.022525597269624574,"{'list': 103, 'str': 151}"
politicalCareer.justiceFacts[].reference[],65,0.02218430034129693,"{'list': 73, 'str': 104}"
professionalCareer.royalAdministration[].reference[],65,0.02218430034129693,"{'list': 89, 'str': 100}"
relationalInsertion.controversyOrDebates[].meta.institutions[],64,0.021843003412969283,"{'list': 69, 'str': 81}"
textualProduction.religion.opus[].modernEdition[],64,0.021843003412969283,"{'list': 321, 'dict': 513}"
textualProduction.religion.opus[].modernEdition[].meta,64,0.021843003412969283,{'dict': 513}
textualProduction.religion.opus[].modernEdition[].value,64,0.021843003412969283,{'str': 513}
ecclesiasticalCareer.regularOrder[].meta.dates[],63,0.021501706484641638,"{'list': 70, 'dict': 71}"
ecclesiasticalCareer.regularFunctions[].comment[],62,0.021160409556313993,"{'list': 75, 'str': 82}"
ecclesiasticalCareer.regularOrder[].meta.dates[].type,61,0.020819112627986348,{'str': 71}
professionalCareer.representation[].reference[],61,0.020819112627986348,"{'list': 92, 'str': 123}"
relationalInsertion.controversyOrDebates[].reference[],61,0.020819112627986348,"{'list': 68, 'str': 84}"
textualProduction.religion.opus[].modernEdition[].meta.titles[],61,0.020819112627986348,"{'list': 457, 'str': 486}"
professionalCareer.royalAdministration[].meta.dates[],59,0.020136518771331057,"{'list': 97, 'dict': 99}"
identity.shortDescription[].meta.places[],58,0.019795221843003412,"{'list': 58, 'str': 58}"
professionalCareer.royalAdministration[].meta.dates[].type,58,0.019795221843003412,{'str': 99}
relationalInsertion.familyNetwork[].comment[],57,0.019453924914675767,"{'list': 69, 'str': 70}"
bibliography.workSources[].meta.titles[],56,0.01911262798634812,"{'list': 73, 'str': 74}"
relationalInsertion.familyNetwork[].meta.dates[].date,56,0.01911262798634812,{'int': 89}
ecclesiasticalCareer.popFunctions[].meta.dates[].date,55,0.01877133105802048,{'int': 71}
politicalCareer.justiceFacts[].meta.dates[],55,0.01877133105802048,"{'list': 65, 'dict': 76}"
politicalCareer.justiceFacts[].meta.dates[].type,55,0.01877133105802048,{'str': 76}
relationalInsertion.personalServicesRelationship[].meta.institutions[],55,0.01877133105802048,"{'list': 65, 'str': 74}"
ecclesiasticalCareer.regularOrder[].meta.dates[].date,54,0.018430034129692834,{'int': 59}
politicalCareer.justiceFacts[].meta.dates[].date,53,0.01808873720136519,{'int': 74}
